gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,1,0,0,0.9289884026665494,0,0,1,2,2,1,1,2,0,-0.11842741042687471,0.6775638416979768,0,0,0,1,0,1,0,0
0,0,0,1,1.3930115312510836,1,1,1,1,1,1,1,2,1,1.2936230173587158,2.325347791306295,0,1,0,0,0,0,0,1
0,0,0,1,-1.2983226145392146,1,1,1,2,1,1,2,2,1,-0.9197506575446771,-1.1260560263530481,1,1,0,0,0,0,0,0
1,0,0,0,1.114597654100363,0,0,0,0,0,0,0,0,1,0.6074088641363521,1.4205087949951931,0,0,1,0,1,0,1,0
0,0,1,0,-1.3911272402561214,1,2,1,1,1,1,2,1,0,0.6928013670261434,-1.109862991326317,0,0,0,0,0,0,1,0
1,1,1,0,1.6250230955433507,1,2,0,0,0,0,0,0,1,1.0729687898914946,2.412402211514063,0,0,1,0,1,0,1,0
0,0,1,0,-1.112713363105401,1,1,0,0,0,0,0,0,1,0.7139787077428118,-0.8271072884172092,0,0,1,0,0,0,0,1
0,1,0,1,1.4858161569679904,1,2,1,2,1,1,2,1,0,-0.023812517224986,1.2414673548645958,0,1,0,0,0,0,1,0
1,0,0,0,-1.344724927397668,1,2,1,1,2,2,2,2,0,-0.06924132876235496,-1.1214346316673283,0,1,0,0,1,0,1,0
1,1,0,1,0.23295370978974816,1,1,2,1,2,1,2,2,0,1.3236811783759221,0.9115225960063531,0,0,0,0,1,0,0,0
0,0,1,0,1.5786207826848973,1,2,0,0,0,0,0,0,1,1.4111231013350685,2.68422424439231,0,0,1,0,0,1,0,0
1,0,1,1,-0.5094832959455065,0,0,2,1,1,2,2,1,1,-0.04294043787229935,-0.4328105162416536,0,0,0,0,1,0,0,0
0,0,0,0,-1.2519203016807612,1,1,0,0,0,0,0,0,0,-0.2639362353510794,-1.0452568272350422,0,0,1,0,1,0,0,0
0,0,1,0,-1.112713363105401,1,2,1,2,2,2,2,1,1,-0.4087619202521654,-0.9986383138397004,0,1,0,1,0,0,1,0
0,0,0,0,-0.13826479307787917,1,2,1,2,1,1,1,1,0,0.2275830112825598,-0.006661909313006072,0,0,0,0,1,0,0,0
0,0,1,1,-0.1846671059363326,1,2,1,1,1,1,2,2,0,-0.39714853985915394,-0.2959632913392615,0,0,0,1,0,1,0,0
1,0,1,1,-0.6950925473793201,0,0,0,0,0,0,0,0,1,0.9609338261000882,-0.37580812836728705,0,0,1,0,0,0,0,1
1,0,0,0,0.14014908407284132,1,2,1,2,2,1,1,1,0,-0.17410332231101855,0.01964010241683137,0,1,0,0,0,1,0,0
1,0,0,1,-0.2774717316532394,1,1,1,1,1,1,1,2,1,1.503005434444484,0.34433586978018244,0,1,0,0,0,0,0,0
1,0,0,1,-0.04546016736097233,1,2,0,0,0,0,0,0,1,1.4401565523175974,0.6289951101187622,1,0,1,0,0,0,1,0
1,0,0,0,0.6041722126573755,1,2,1,1,1,1,2,1,1,1.503005434444484,1.4792643045348495,0,1,0,0,1,0,1,0
0,0,1,1,-0.41667867022859967,1,1,0,0,0,0,0,0,0,0.8465078722277679,-0.058721323971333415,0,0,1,0,0,0,1,0
1,0,0,1,-1.344724927397668,1,2,1,2,2,1,1,2,1,0.6777722865175402,-1.071200953181137,1,1,0,0,0,0,1,0
0,0,0,0,-0.6486902345208667,1,1,1,2,1,1,1,2,1,-1.5444822086863907,-0.9087726748668817,1,0,0,0,0,1,0,0
0,0,0,0,-0.37027635737014625,1,1,1,2,2,2,1,1,1,-0.16693035206827628,-0.3945893518880406,0,0,0,1,0,1,0,0
0,0,0,0,-0.787897173096227,0,0,1,1,1,1,2,1,1,1.503005434444484,-0.37057469712386254,1,1,0,0,0,0,1,0
0,0,1,0,1.5786207826848973,1,1,1,2,2,2,1,1,1,0.37035927611429126,1.6440577410720996,0,1,0,0,1,0,0,0
1,1,1,0,0.5113675869404687,1,1,0,0,0,0,0,0,1,0.5975033338011361,0.8349350382854343,1,0,1,0,0,0,1,0
0,0,0,0,1.2538045926757233,0,0,0,0,0,0,0,0,0,-1.6042569607092447,-0.2848014042868833,0,0,1,0,1,0,1,0
1,0,0,0,-1.2983226145392146,1,1,1,2,2,1,2,2,0,1.365011149774581,-1.029878112035088,1,0,0,0,0,0,1,0
1,0,1,1,-0.2774717316532394,1,2,0,0,0,0,0,0,1,1.4350330021442101,0.2714931459123384,1,0,1,0,0,0,1,0
0,0,1,0,-1.0663110502469475,1,1,1,2,2,1,1,2,0,-0.905063147047633,-0.9606764870105384,1,1,0,0,0,0,1,0
1,0,0,0,1.2074022798172699,0,0,1,1,2,1,2,1,1,-0.6495687784013773,0.43669633573822136,0,1,0,0,1,0,1,0
1,0,0,0,-0.13826479307787917,0,0,1,1,1,1,2,2,0,-0.0897355294559047,-0.09978482759293122,0,1,0,0,0,0,0,1
1,0,0,0,1.5786207826848973,1,2,0,0,0,0,0,0,1,0.6815295566446911,1.9633800349288222,0,0,1,0,0,0,1,0
0,0,1,0,-0.2774717316532394,1,1,0,0,0,0,0,0,0,0.6244873647143103,0.0033329588793421564,0,0,1,0,1,0,0,0
1,0,0,0,1.0217930283834562,1,2,1,1,1,2,1,2,1,-0.40500465012501463,0.5604677626577855,0,0,0,0,0,0,0,1
1,0,0,0,1.114597654100363,1,1,1,1,1,1,2,1,0,1.503005434444484,2.171228687275455,0,1,0,1,0,0,1,0
1,1,0,0,-1.2055179888223078,1,2,2,1,2,1,1,1,1,1.503005434444484,-0.9588818713413364,1,1,0,0,0,0,1,0
0,1,1,0,-0.2774717316532394,1,1,0,0,0,0,0,0,0,-0.40432151010189643,-0.3637904274842199,0,0,1,0,1,0,0,1
1,1,0,0,0.650574525515829,1,1,1,2,1,2,1,1,0,1.0258321282963299,1.2110989307513638,0,0,0,0,0,0,0,1
1,1,0,0,-0.13826479307787917,1,1,1,1,1,1,1,2,1,0.22553359121320474,-0.013669209223676499,1,1,0,0,0,0,1,0
1,0,0,0,-0.787897173096227,1,1,0,0,0,0,0,0,0,-1.270201489404381,-0.9378444113578576,0,0,1,0,0,1,0,0
0,0,0,1,-0.09186248021942575,1,1,0,0,0,0,0,0,1,-0.9498088185618837,-0.4715866628975923,0,0,1,1,0,1,0,0
0,0,0,1,0.3721606483651084,1,1,2,2,1,1,2,2,0,-1.9003981607310414,-0.7660436749099372,0,0,0,0,1,0,0,0
0,0,1,0,-0.8807017988131338,1,2,1,1,2,1,2,1,1,-0.49244657308416107,-0.7876361171957413,1,1,0,0,0,1,0,0
1,0,0,1,0.8361837769496425,1,1,2,2,1,1,1,1,1,-0.6669888489908946,0.23758735796559283,0,0,0,1,0,0,1,0
1,1,0,1,-1.344724927397668,0,0,2,2,2,2,2,2,1,0.35225606550165545,-1.0759416431281046,1,0,0,0,0,0,1,0
0,0,1,1,-0.9271041116715872,1,1,1,1,1,1,2,1,1,-0.7981517334296141,-0.8760702130335895,1,1,0,1,0,0,1,0
0,0,1,0,-0.6022879216624133,1,1,2,1,2,1,1,2,1,-0.9429774183307004,-0.750478236692378,1,0,0,0,0,0,1,0
0,0,0,0,-0.1846671059363326,1,1,1,1,2,1,2,1,0,0.03903636490190057,-0.13209309638905767,0,0,0,0,1,0,0,0
1,0,1,0,1.439413844109537,1,2,0,0,0,0,0,0,1,-1.5929851503277923,-0.25037175454074634,1,0,1,0,0,0,0,0
1,0,0,0,0.9753907155250028,1,1,1,2,1,1,1,2,1,0.022641004347060494,0.7944835712215412,0,1,0,0,0,1,0,0
0,0,1,0,0.7433791512327358,1,2,1,2,2,1,2,1,1,-1.1448452951621673,-0.22693282908084975,0,0,0,1,0,1,0,0
0,0,1,0,-1.2983226145392146,1,1,1,1,1,1,1,2,1,-0.7462330916726211,-1.0961492230333394,1,1,0,0,0,0,1,0
1,0,1,0,1.5322184698264438,1,2,0,0,0,0,0,0,0,-1.7996350073210874,-0.38277393427404544,0,0,1,0,0,1,0,0
0,1,0,0,-1.2983226145392146,1,1,2,1,1,1,2,1,1,1.503005434444484,-1.0070097291289841,0,1,0,0,0,1,0,0
0,0,0,0,0.325758335506655,1,1,1,2,1,2,2,2,0,1.503005434444484,1.1121461049217765,0,1,0,0,0,1,0,0
1,0,1,0,1.0217930283834562,1,1,2,1,1,1,2,1,1,0.2781353729933164,1.1025091225131711,0,1,0,0,1,0,0,0
0,0,1,1,0.0009421454974810828,1,1,1,1,1,1,1,2,1,0.6333681850148488,0.2853106492150966,0,1,0,0,1,1,0,0
1,0,1,1,-0.6950925473793201,1,1,0,0,0,0,0,0,1,-1.8553109192052315,-1.0208168589307642,1,0,1,0,0,0,0,0
1,0,0,0,-0.7414948602377736,0,0,1,1,1,1,2,1,0,-0.23456121435699118,-0.6995754673931028,1,1,0,0,0,0,0,0
0,1,0,0,-0.41667867022859967,0,0,1,1,1,1,1,1,1,1.1962755640643532,0.03344204546812258,0,1,0,1,0,1,0,0
0,0,0,0,0.5577698997989221,1,2,0,0,0,0,0,0,1,1.0821911802035924,1.1391794484705662,0,0,1,1,0,0,0,0
1,0,1,1,0.14014908407284132,1,2,0,0,0,0,0,0,0,0.6948507870954985,0.49106904111465316,0,0,1,1,0,0,0,0
0,0,0,0,0.047344458355934496,1,2,2,1,2,2,1,2,0,-0.3144885970618356,-0.14529337638362214,0,0,0,0,0,0,0,1
1,0,1,0,1.9034369726940712,1,2,1,1,1,2,1,1,0,0.15107132869330692,1.7738354250579529,0,0,0,0,1,1,0,0
0,0,1,0,-1.1591156759638543,0,0,0,0,0,0,0,0,1,-0.6225847474882029,-1.0343750247090713,1,0,1,0,0,0,1,0
1,0,1,0,0.0009421454974810828,1,1,0,0,0,0,0,0,0,0.054407015422063124,0.03370138299257375,0,0,1,0,0,0,0,1
0,1,1,0,-0.6950925473793201,1,2,0,0,0,0,0,0,1,-1.1127377140756056,-0.8480150796384622,0,0,1,0,0,0,0,1
0,0,1,0,-1.344724927397668,1,1,1,1,1,1,1,2,1,1.503005434444484,-1.0723109177857881,0,1,0,0,1,0,0,0
0,0,0,0,-1.019908737388494,1,1,1,2,1,1,1,2,1,-0.7028537002046069,-0.9409201543978485,0,0,0,0,1,0,1,0
0,0,1,0,0.41856296122356185,1,1,0,0,0,0,0,0,1,-0.2960438164376409,0.19750415018642026,0,0,1,0,1,0,0,1
1,0,0,0,-0.1846671059363326,1,1,1,2,2,1,1,2,0,1.114981901313272,0.29594348771759443,1,1,0,0,0,0,1,0
0,1,0,0,-1.1591156759638543,1,1,2,2,1,1,1,2,1,1.2010575442261815,-0.8492806467577839,1,0,0,0,0,0,1,0
1,0,0,1,-0.6950925473793201,1,2,0,0,0,0,0,0,0,-1.4403033551608455,-0.9185082055347785,0,0,1,1,0,0,0,0
0,0,0,0,-1.0663110502469475,1,1,0,0,0,0,0,0,1,-1.5533630289869294,-1.0155108131804933,0,0,1,0,1,0,0,1
0,0,0,0,-0.23106941879478599,1,2,1,1,1,1,2,1,1,0.4147633776169827,-0.045692206742906805,0,0,0,0,1,1,0,0
1,0,1,1,-0.6022879216624133,1,2,1,2,1,1,2,2,1,-0.8804701062153731,-0.7246326590055746,0,0,0,0,0,0,0,0
0,0,1,0,0.41856296122356185,1,1,1,1,2,1,1,1,1,-1.8375492786041547,-0.7374958002183525,0,0,0,0,0,1,0,0
0,0,0,0,-1.2055179888223078,1,1,0,0,0,0,0,0,0,0.13945794830029518,-0.9760396419590256,0,0,1,0,1,0,0,0
1,0,0,1,1.9034369726940712,1,1,2,2,1,2,2,1,0,-0.3059493467728564,1.301918931814163,0,1,0,0,1,1,0,0
1,0,0,0,-1.2983226145392146,1,2,1,1,1,1,1,1,1,1.3537393393931285,-1.0417453971539734,1,1,0,0,0,0,1,0
1,0,0,1,-0.1846671059363326,1,1,0,0,0,0,0,0,1,0.9308756650828818,0.24157078234116267,1,0,1,0,0,1,0,0
1,0,0,0,1.671425408401804,1,2,1,2,1,1,1,1,0,0.6791385665637766,2.0522238840553033,0,1,0,0,1,1,0,0
1,0,0,0,1.5322184698264438,0,0,1,1,1,1,2,1,1,0.7129539977081343,1.972866601573246,0,0,0,0,1,0,0,1
0,0,0,0,-0.8342994859546804,1,2,0,0,0,0,0,0,1,-0.41320233040243465,-0.7269044557197669,0,0,1,0,1,0,0,0
0,0,0,0,1.0217930283834562,1,1,1,1,1,1,2,2,1,-1.175586596202492,-0.06908963819889098,0,1,0,0,1,1,0,0
1,0,0,1,-1.3911272402561214,0,0,0,0,0,0,0,0,0,-0.6031152568293305,-0.28135740196217174,0,0,1,1,0,1,0,0
0,0,0,0,1.0217930283834562,1,2,1,2,2,2,2,1,1,0.6251705047374285,1.3794867853775072,0,0,0,1,0,0,0,0
0,0,0,1,1.3002069055341767,1,1,2,1,2,1,2,2,1,-1.492905136940957,-0.2388675419560925,0,0,0,0,1,1,0,0
1,0,0,0,-0.4630809830870531,1,2,1,1,1,1,1,2,1,-0.8627084656142964,-0.591255370180339,0,0,0,0,1,0,0,1
0,1,1,0,0.14014908407284132,1,1,2,1,2,1,2,1,0,0.9817695968051973,0.6060696729572789,0,0,0,1,0,1,0,0
0,0,1,1,1.7178277212602575,1,2,0,0,0,0,0,0,1,0.022982574358619834,1.4714686185498476,0,0,1,0,0,0,1,0
0,0,0,0,-0.7414948602377736,1,2,2,1,2,2,2,2,1,-1.6807686432984978,-1.0155367469329386,0,0,0,0,0,1,0,0
0,0,1,0,0.41856296122356185,1,2,1,1,2,1,2,1,0,1.2010575442261815,1.092970688363857,0,1,0,0,1,0,0,0
0,0,1,0,0.8361837769496425,0,0,0,0,0,0,0,0,1,-1.5687336795070916,-0.43387898684239257,1,0,1,0,0,1,0,0
1,0,0,1,-0.37027635737014625,1,1,0,0,0,0,0,0,1,-0.43198868103818866,-0.45380129547073117,0,0,1,0,1,0,1,0
0,0,0,0,-0.8807017988131338,1,1,2,2,1,1,2,2,0,-0.13584748101639232,-0.7806651245384939,0,0,0,0,0,1,0,0
0,0,0,1,0.8825860898080959,1,2,0,0,0,0,0,0,0,-0.2249972540333345,0.6245033841952679,0,0,1,0,1,0,0,0
1,0,0,0,1.8106323469771644,1,1,0,0,0,0,0,0,0,-1.6414880919691939,-0.18997723184655838,0,0,1,0,0,1,0,0
0,1,1,0,-1.2519203016807612,1,1,0,0,0,0,0,0,1,0.11520647747959463,-0.9928239665415052,1,0,1,1,0,0,1,0
1,0,1,0,0.5113675869404687,1,2,0,0,0,0,0,0,1,-0.5532460351416926,0.09377432715644231,0,0,1,0,0,0,0,0
1,0,0,0,0.2793560226482016,1,2,1,1,2,1,2,1,1,1.503005434444484,1.0666583031330417,0,1,0,0,0,1,0,0
1,1,1,0,0.3721606483651084,0,0,1,1,1,1,1,1,1,1.2396549555323677,1.0370678915931635,0,1,0,1,0,0,0,0
0,1,0,0,-0.8807017988131338,1,1,0,0,0,0,0,0,0,-0.7612621721812243,-0.8752610799573017,0,0,1,0,1,1,0,0
1,0,0,0,-0.7414948602377736,1,1,0,0,0,0,0,0,1,-0.3097066169000072,-0.6939426563620235,0,0,1,0,1,0,1,0
1,0,0,0,1.0681953412419096,1,2,1,1,2,1,1,2,0,0.7132955677196932,1.4721688298658655,0,1,0,1,0,0,0,0
1,0,0,0,0.5577698997989221,1,1,0,0,0,0,0,0,0,0.712612427696575,0.9706256178287741,0,0,1,0,1,0,0,0
0,0,0,0,-0.6022879216624133,1,1,0,0,0,0,0,0,1,-0.6796269394185837,-0.7330922490531717,0,0,1,0,1,0,0,0
0,0,0,1,-1.344724927397668,1,1,1,1,1,1,1,2,1,0.00966134390781236,-1.087580711225473,0,0,0,0,0,0,0,1
1,0,1,0,-1.3911272402561214,1,1,0,0,0,0,0,0,1,0.7033900373844776,-1.1097022020611573,1,0,1,1,0,0,1,0
1,0,0,0,-0.787897173096227,1,1,2,2,2,2,1,1,0,-0.32849296753576174,-0.7221793260242666,0,0,0,0,1,0,0,0
0,0,1,0,-0.23106941879478599,1,1,1,2,2,1,1,1,1,-0.3657240987957104,-0.34195420792543163,1,1,0,0,0,0,0,1
1,0,0,0,0.2793560226482016,1,2,0,0,0,0,0,0,1,-1.1656810658672763,-0.383142193558766,0,0,1,0,1,0,0,1
0,0,1,1,-1.2519203016807612,1,2,1,2,1,2,1,1,1,-1.2418511784449702,-1.0613201934995475,1,1,0,1,0,0,0,1
1,0,0,1,-0.5094832959455065,1,1,1,2,2,1,1,1,1,0.5739350030035537,-0.23789243286415604,0,0,0,0,0,0,1,0
0,0,0,0,1.0681953412419096,1,1,0,0,0,0,0,0,1,-1.2790823097049193,-0.15473326227364465,0,0,1,1,0,0,0,0
1,1,1,0,0.5577698997989221,1,1,1,1,2,2,1,2,0,-0.7534060619153635,-0.00492434789918306,0,0,0,0,0,0,0,0
1,0,0,0,-0.9271041116715872,1,1,1,1,1,1,2,1,0,-0.5136239138008293,-0.826894631647159,0,1,0,0,1,0,0,0
0,0,1,0,-1.1591156759638543,1,1,0,0,0,0,0,0,0,-1.655834032454679,-1.0815952011611398,1,0,1,0,0,0,0,0
1,0,1,1,-0.41667867022859967,1,2,0,0,0,0,0,0,0,1.143673782284242,0.039733573811307966,0,0,1,1,0,0,0,0
0,0,1,0,-1.2983226145392146,1,1,1,2,1,1,2,1,0,-0.09690849969864744,-1.055827424731672,0,1,0,0,0,1,0,0
0,0,1,0,-1.2983226145392146,1,1,0,0,0,0,0,0,1,-1.5888863101890822,-1.1428351641850385,0,0,1,0,1,0,1,0
0,0,0,0,1.114597654100363,1,1,1,1,1,1,2,1,1,0.8871547036033085,1.6625796270684021,0,1,0,1,0,0,1,0
0,0,0,1,-0.8342994859546804,1,1,1,1,2,1,1,2,1,-0.9487841085272062,-0.8561167839023166,1,0,0,0,0,0,1,0
0,0,0,0,-0.09186248021942575,0,0,1,1,2,2,1,2,0,-1.414685604293908,-0.6539631835926314,0,0,0,0,1,1,0,0
1,0,0,0,1.5786207826848973,1,1,1,2,1,1,1,2,1,1.0005559474409518,2.2986412130383136,0,1,0,0,1,1,0,0
1,0,0,0,-0.41667867022859967,1,2,0,0,0,0,0,0,1,0.4803448198363425,-0.23099924146424403,1,0,1,0,0,0,1,0
1,0,0,0,-0.6022879216624133,1,1,0,0,0,0,0,0,1,-1.3873600033691746,-0.856661392703664,0,0,1,0,0,0,0,1
0,1,0,1,-0.3238740445116928,1,1,1,1,2,2,2,1,0,-1.4901725768484835,-0.792444234899066,0,0,0,0,0,0,0,0
1,0,1,0,-1.019908737388494,1,1,1,1,1,2,1,2,1,0.02776455452044817,-0.8609715823600426,1,0,0,0,0,0,1,0
1,0,0,1,0.325758335506655,1,1,1,1,2,1,1,1,0,-1.27464189955465,-0.46559077933228127,0,1,0,1,0,0,1,0
1,0,0,0,-0.4630809830870531,1,1,0,0,0,0,0,0,0,-1.5338935383280565,-0.8776210514298075,0,0,1,1,0,0,0,1
1,0,1,0,-1.344724927397668,0,0,1,1,1,1,1,1,1,-0.8681735857992432,-1.133566441061154,1,1,0,0,0,0,1,0
1,0,1,1,0.14014908407284132,1,1,1,1,1,1,2,2,0,-0.8586096254755865,-0.3263369022029823,0,1,0,0,1,0,0,1
1,0,1,0,-1.019908737388494,1,1,0,0,0,0,0,0,1,-0.4627299820785135,-0.9124448942131103,0,0,1,0,0,1,0,0
0,0,1,1,-1.2055179888223078,1,2,1,1,1,1,2,2,1,0.18112948971051332,-1.0008634297994914,1,0,0,0,0,0,1,0
0,0,0,0,-1.1591156759638543,1,2,2,1,1,2,1,2,0,-0.4169596005295855,-1.0269216642563446,0,0,0,0,0,0,0,0
0,0,1,1,1.4858161569679904,1,1,1,1,1,1,2,2,1,1.503005434444484,2.60158893560119,0,1,0,0,0,0,0,0
1,0,0,0,-0.6022879216624133,1,1,0,0,0,0,0,0,0,-0.02722821734057746,-0.4731789952977225,0,0,1,0,1,0,0,0
0,0,0,0,-1.0663110502469475,1,1,1,1,1,1,2,1,1,0.8188407012914755,-0.7926931989225391,0,0,0,0,0,0,0,1
1,0,1,1,-0.4630809830870531,1,1,1,2,1,2,1,1,1,0.2928228834903603,-0.31296545944228005,0,0,0,0,1,0,0,0
0,1,0,0,0.0009421454974810828,1,1,0,0,0,0,0,0,0,-1.5188644578194535,-0.6878378510364429,0,0,1,0,1,0,0,1
0,0,0,1,-0.37027635737014625,1,1,1,2,2,1,1,1,1,1.503005434444484,0.23679378514077215,1,1,0,0,1,0,1,0
0,0,0,0,0.23295370978974816,0,0,2,2,1,2,1,1,1,-0.5795469260317482,-0.073757713639012,0,0,0,0,1,0,0,0
1,0,0,1,1.1609999669588165,1,2,0,0,0,0,0,0,1,-0.2970685264723184,0.6832692672359025,0,0,1,0,0,0,0,0
1,0,0,0,1.3930115312510836,1,1,1,1,1,2,1,1,1,1.272104106630488,2.3216340779561544,0,0,0,0,0,1,0,0
0,0,1,1,-1.344724927397668,1,1,1,1,1,1,1,1,1,-0.031668627490846944,-1.1133847949083642,1,1,0,1,0,0,0,0
1,0,1,1,-0.41667867022859967,1,1,1,1,1,1,1,1,1,-0.7715092725279994,-0.5546472852288122,0,1,0,0,1,0,1,0
1,0,1,1,-0.6950925473793201,1,2,0,0,0,0,0,0,1,-0.804299993637679,-0.7876776111996535,0,0,1,1,0,0,0,0
1,0,1,0,-0.9735064245300407,1,1,0,0,0,0,0,0,1,-1.4990533971490219,-1.0161435967401542,0,0,1,0,1,1,0,0
1,0,0,0,-0.8807017988131338,1,1,1,2,1,1,2,1,1,-1.2462915885952395,-0.9639545133196012,0,0,0,0,1,0,0,0
1,1,1,0,-0.787897173096227,1,2,1,1,2,1,1,2,1,0.2012821203925042,-0.6249329411055677,1,0,0,0,0,0,0,0
1,0,0,0,-1.2983226145392146,1,1,2,2,1,1,2,2,1,1.503005434444484,-1.0342661029488018,0,1,0,1,0,0,0,1
0,1,1,1,-1.3911272402561214,1,1,0,0,0,0,0,0,1,0.28633305327073627,-1.116035224408255,0,0,1,0,1,1,0,0
0,0,0,0,0.0009421454974810828,1,2,1,1,2,2,1,1,0,1.00533792760278,0.45178459291079015,0,0,0,0,0,0,1,0
0,1,0,0,0.650574525515829,1,1,0,0,0,0,0,0,1,-0.752381351880686,0.046377801187746856,0,0,1,1,0,0,0,0
